symbol,record_date,ex_date,cash_payment_date,cash_dividend_per_old_share,share_ratio,fractional_share_treatment,event_id,source_url,source_sha256
SH515890,2022-10-10,2022-10-10,2022-10-10,0.04000000000000001,1.0,not_applicable_no_share_change,SH515890~2022-10-10,https://finance.sina.com.cn/realstock/company/sh515890/hfq.js,0d310c9a38793940c9f7afebb2edb660da65063dcd59fa4bb2a795c1731cfbe4
SH515890,2022-12-20,2022-12-20,2022-12-20,0.06,1.0,not_applicable_no_share_change,SH515890~2022-12-20,https://finance.sina.com.cn/realstock/company/sh515890/hfq.js,0d310c9a38793940c9f7afebb2edb660da65063dcd59fa4bb2a795c1731cfbe4
SH515890,2023-07-21,2023-07-21,2023-07-21,0.0358,1.0,not_applicable_no_share_change,SH515890~2023-07-21,https://finance.sina.com.cn/realstock/company/sh515890/hfq.js,0d310c9a38793940c9f7afebb2edb660da65063dcd59fa4bb2a795c1731cfbe4
SH515890,2023-12-22,2023-12-22,2023-12-22,0.025400000000000006,1.0,not_applicable_no_share_change,SH515890~2023-12-22,https://finance.sina.com.cn/realstock/company/sh515890/hfq.js,0d310c9a38793940c9f7afebb2edb660da65063dcd59fa4bb2a795c1731cfbe4
SH515890,2024-09-19,2024-09-19,2024-09-19,0.04999999999999999,1.0,not_applicable_no_share_change,SH515890~2024-09-19,https://finance.sina.com.cn/realstock/company/sh515890/hfq.js,0d310c9a38793940c9f7afebb2edb660da65063dcd59fa4bb2a795c1731cfbe4
SH515890,2025-12-23,2025-12-23,2025-12-23,0.06119999999999998,1.0,not_applicable_no_share_change,SH515890~2025-12-23,https://finance.sina.com.cn/realstock/company/sh515890/hfq.js,0d310c9a38793940c9f7afebb2edb660da65063dcd59fa4bb2a795c1731cfbe4
SH515950,2023-11-22,2023-11-22,2023-11-22,0.127,1.0,not_applicable_no_share_change,SH515950~2023-11-22,https://finance.sina.com.cn/realstock/company/sh515950/hfq.js,314f417b788025c1a4bd03e2772092bd26cc096970358b7481c731d166ce37c8
SH515980,2025-09-30,2025-09-30,2025-09-30,0.0,2.0,unknown_not_provided_by_sina_hfq,SH515980~2025-09-30,https://finance.sina.com.cn/realstock/company/sh515980/hfq.js,78f7eb61131f774d7a5ad73cd67b18f1fe077e7fe22c171098a237f7547ab6d7
SH516070,2021-11-22,2021-11-22,2021-11-22,0.0,2.0,unknown_not_provided_by_sina_hfq,SH516070~2021-11-22,https://finance.sina.com.cn/realstock/company/sh516070/hfq.js,e83aac94431403790adb548190d03e4a03519d1cd58ea86a6e81099143f3ef67
SH516090,2021-11-29,2021-11-29,2021-11-29,0.0,2.0,unknown_not_provided_by_sina_hfq,SH516090~2021-11-29,https://finance.sina.com.cn/realstock/company/sh516090/hfq.js,b9ff64db682e18d07f20e1918638ebace4749e580002223f4d3a9ffca536481c
SH516160,2024-09-18,2024-09-18,2024-09-18,0.0,0.30912005,unknown_not_provided_by_sina_hfq,SH516160~2024-09-18,https://finance.sina.com.cn/realstock/company/sh516160/hfq.js,a719a0253a2a2d326eb53e6440fc52d6b795a96fd68b7fc07088a21f56620160
SH516300,2024-10-28,2024-10-28,2024-10-28,0.0,0.42167573,unknown_not_provided_by_sina_hfq,SH516300~2024-10-28,https://finance.sina.com.cn/realstock/company/sh516300/hfq.js,0a5dfd1b5986b2ab5f4a590a02f5cfc8680d8710774e9e0a93dc671c19d5ebc8
SH516780,2026-05-25,2026-05-25,2026-05-25,0.0,2.0,unknown_not_provided_by_sina_hfq,SH516780~2026-05-25,https://finance.sina.com.cn/realstock/company/sh516780/hfq.js,a9379b00702d4801f4dcdc53d9deb78fb9bf2d3f325522656919894a9358ceaa
SH516800,2025-09-08,2025-09-08,2025-09-08,0.0,2.0,unknown_not_provided_by_sina_hfq,SH516800~2025-09-08,https://finance.sina.com.cn/realstock/company/sh516800/hfq.js,0deb54c3cc057fc8002d903089be441e73ad7c080cb7b58bc9f218797841ebf1
SH517180,2024-08-13,2024-08-13,2024-08-13,0.076,1.0,not_applicable_no_share_change,SH517180~2024-08-13,https://finance.sina.com.cn/realstock/company/sh517180/hfq.js,c73e50e24e9f5603881f45c43af0676f10d9fd3037357c8c1944c0068079f03d
SH517180,2025-04-14,2025-04-14,2025-04-14,0.044,1.0,not_applicable_no_share_change,SH517180~2025-04-14,https://finance.sina.com.cn/realstock/company/sh517180/hfq.js,c73e50e24e9f5603881f45c43af0676f10d9fd3037357c8c1944c0068079f03d
SH517180,2025-10-27,2025-10-27,2025-10-27,0.015000000000000013,1.0,not_applicable_no_share_change,SH517180~2025-10-27,https://finance.sina.com.cn/realstock/company/sh517180/hfq.js,c73e50e24e9f5603881f45c43af0676f10d9fd3037357c8c1944c0068079f03d
SH520550,2025-05-15,2025-05-15,2025-05-15,0.002,1.0,not_applicable_no_share_change,SH520550~2025-05-15,https://finance.sina.com.cn/realstock/company/sh520550/hfq.js,548a2aad26c9d3b8dcec22fae32689a10fe147165e48f810a4678f683ffeaca9
