symbol,code,exchange,name,fund_type,settlement,snapshot_date,source_data_date,source_update_time,last_price,spot_volume_lots,spot_amount,total_market_value,float_market_value,history_end_date
SZ159637,159637,SZ,新能源车ETF东财,指数型-股票,T+1,2026-08-11,20260811,2026-08-11T15:34:36+08:00,0.837,236240,19803873.5,572313896,572313896,2026-08-11
SZ159638,159638,SZ,高端装备ETF嘉实,指数型-股票,T+1,2026-08-11,20260811,2026-08-11T15:34:45+08:00,0.842,609396,51576917.0,1245605910,1245605910,2026-08-11
SZ159639,159639,SZ,碳中和ETF南方,指数型-股票,T+1,2026-08-11,20260811,2026-08-11T15:34:39+08:00,0.982,35630,3521644.788,199630948,199630948,2026-08-11
SZ159640,159640,SZ,碳中和龙头ETF工银,指数型-股票,T+1,2026-08-11,20260811,2026-08-11T15:34:42+08:00,0.96,32316,3129698.64,56491390,56491390,2026-08-11
SZ159641,159641,SZ,碳中和ETF招商,指数型-股票,T+1,2026-08-11,20260811,2026-08-11T15:34:45+08:00,1.019,19873,2037281.1,92442794,92442794,2026-08-11
SZ159642,159642,SZ,碳中和ETF大成,指数型-股票,T+1,2026-08-11,20260811,2026-08-11T15:34:48+08:00,0.966,231,22340.8,21676966,21676966,2026-08-11
SZ159643,159643,SZ,疫苗ETF国泰,指数型-股票,T+1,2026-08-11,20260811,2026-08-11T15:34:39+08:00,0.585,194893,11526960.541,145308511,145308511,2026-08-11
SZ159645,159645,SZ,疫苗ETF富国,指数型-股票,T+1,2026-08-11,20260811,2026-08-11T15:34:30+08:00,0.651,20595,1356502.5,36808022,36808022,2026-08-11
SZ159647,159647,SZ,中药ETF鹏华,指数型-股票,T+1,2026-08-11,20260811,2026-08-11T15:34:51+08:00,0.928,770916,72277857.268,1121916513,1121916513,2026-08-11
SZ159652,159652,SZ,有色ETF汇添富,指数型-股票,T+1,2026-08-11,20260811,2026-08-11T15:34:24+08:00,1.656,1566366,266100671.253,3209858397,3209858397,2026-08-11
SZ159653,159653,SZ,ESG300ETF国联安,指数型-股票,T+1,2026-08-11,20260811,2026-08-11T15:34:33+08:00,1.209,2107,256004.31,67670230,67670230,2026-08-11
SZ159656,159656,SZ,沪深300成长ETF万家,指数型-股票,T+1,2026-08-11,20260811,2026-08-11T15:34:36+08:00,1.234,59268,7371269.0,289050249,289050249,2026-08-11
SZ159657,159657,SZ,疫苗ETF鹏华,指数型-股票,T+1,2026-08-11,20260811,2026-08-11T15:34:54+08:00,0.631,27513,1753833.9,100022851,100022851,2026-08-11
SZ159658,159658,SZ,数字经济ETF华安,指数型-股票,T+1,2026-08-11,20260811,2026-08-11T15:34:51+08:00,1.809,29054,5308028.6,77596832,77596832,2026-08-11
SZ159661,159661,SZ,A100ETF嘉实,指数型-股票,T+1,2026-08-11,20260811,2026-08-11T15:34:54+08:00,1.451,26376,3848820.7,41655617,41655617,2026-08-11
SZ159662,159662,SZ,交运ETF南方,指数型-股票,T+1,2026-08-11,20260811,2026-08-11T15:34:57+08:00,0.977,143622,14142139.1,89995325,89995325,2026-08-11
SZ159663,159663,SZ,机床ETF华夏,指数型-股票,T+1,2026-08-11,20260811,2026-08-11T15:34:57+08:00,1.029,590247,60671588.9,441477188,441477188,2026-08-11
SZ159665,159665,SZ,半导体龙头ETF工银,指数型-股票,T+1,2026-08-11,20260811,2026-08-11T15:34:39+08:00,2.493,221974,55903276.3,609730112,609730112,2026-08-11
SZ159666,159666,SZ,交通运输ETF华夏,指数型-股票,T+1,2026-08-11,20260811,2026-08-11T15:34:45+08:00,0.971,206898,20315448.1,119270751,119270751,2026-08-11
SZ159667,159667,SZ,工业母机ETF国泰,指数型-股票,T+1,2026-08-11,20260811,2026-08-11T15:34:33+08:00,0.687,3215930,222232865.1,2594833845,2594833845,2026-08-11
SZ159669,159669,SZ,绿色电力ETF国泰,指数型-股票,T+1,2026-08-11,20260811,2026-08-11T15:34:42+08:00,1.138,41209,4683988.3,235855941,235855941,2026-08-11
SZ159670,159670,SZ,消费50ETF国联安,指数型-股票,T+1,2026-08-11,20260811,2026-08-11T15:34:48+08:00,0.879,33949,3001647.4,48966384,48966384,2026-08-11
SZ159671,159671,SZ,稀有金属ETF工银,指数型-股票,T+1,2026-08-11,20260811,2026-08-11T15:34:00+08:00,1.375,359053,50114981.728,1228633648,1228633648,2026-08-11
SZ159672,159672,SZ,消费ETF博时,指数型-股票,T+1,2026-08-11,20260811,2026-08-11T15:34:51+08:00,0.645,71852,4652217.9,83132379,83132379,2026-08-11
SZ159673,159673,SZ,沪深300ETF鹏华,指数型-股票,T+1,2026-08-11,20260811,2026-08-11T15:34:45+08:00,1.301,469700,61411387.2,2325574428,2325574428,2026-08-11
SZ159675,159675,SZ,创业板增强ETF嘉实,指数型-股票,T+1,2026-08-11,20260811,2026-08-11T15:34:54+08:00,1.455,49509,7237876.6,95079435,95079435,2026-08-11
